,task_id,client_id,task,level,time_on_task,time_start,time_end,num_correct,num_incorrect,num_all_correct,TLX_mean,finished,TLX_mental_demand,TLX_physical_demand,TLX_temporal_demand,TLX_performance,TLX_effort,TLX_frustration,date_time_end,client_id,age,sex_male,hand_right,education,n2_correct,n2_incorrect,n2_all_correct,n2_time_start,n3_correct,n3_incorrect,n3_all_correct,n3_time_start,sincerity,fairness,greed_avoidance,modesty,fearfulness,anxiety,dependence,sentimentality,social_self_esteem,social_boldness,sociability,liveliness,forgiveness,gentleness,flexibility,patience,organization,diligence,perfectionism,prudence,aesthetic_appreciation,inquisitiveness,creativity,unconventionality,honesty,emotionality,extraversion,agreeableness,conscientiousness,openness,opacity_median,opacity_std,n2_meta,n3_meta
12,400,3caqi,NC,1,96878,1.50765E+12,1.50765E+12,14,0,14,10,TRUE,2,2,2,1,2,1,11:59.7,3caqi,24,TRUE,TRUE,2,12,1,14,1507644639,10,6,16,1507644956,2.33333,3.66667,3.5,3.5,1,2.5,4.5,3.66667,5,2,2,5,4,4.33333,3,2.5,2,3.5,2.66667,2,1,2.5,1,2.66667,3.25,2.91667,3.5,3.45833,2.54167,1.79167,0.070588235,0.233042447,0.857142857,0.625
13,401,3caqi,SX,0,39316,1.50765E+12,1.50765E+12,20,0,20,6,TRUE,1,1,1,1,1,1,14:06.7,3caqi,24,TRUE,TRUE,2,12,1,14,1507644639,10,6,16,1507644956,2.33333,3.66667,3.5,3.5,1,2.5,4.5,3.66667,5,2,2,5,4,4.33333,3,2.5,2,3.5,2.66667,2,1,2.5,1,2.66667,3.25,2.91667,3.5,3.45833,2.54167,1.79167,0.074509804,0.024385305,0.857142857,0.625
14,402,3caqi,SX,1,78026,1.50765E+12,1.50765E+12,20,0,20,11,TRUE,2,2,2,1,2,2,16:07.7,3caqi,24,TRUE,TRUE,2,12,1,14,1507644639,10,6,16,1507644956,2.33333,3.66667,3.5,3.5,1,2.5,4.5,3.66667,5,2,2,5,4,4.33333,3,2.5,2,3.5,2.66667,2,1,2.5,1,2.66667,3.25,2.91667,3.5,3.45833,2.54167,1.79167,0.054901961,0.041838234,0.857142857,0.625
15,403,3caqi,SX,2,162058,1.50765E+12,1.50765E+12,20,0,20,18,TRUE,4,3,4,1,4,2,19:36.9,3caqi,24,TRUE,TRUE,2,12,1,14,1507644639,10,6,16,1507644956,2.33333,3.66667,3.5,3.5,1,2.5,4.5,3.66667,5,2,2,5,4,4.33333,3,2.5,2,3.5,2.66667,2,1,2.5,1,2.66667,3.25,2.91667,3.5,3.45833,2.54167,1.79167,0.074509804,0.077031627,0.857142857,0.625
16,404,3caqi,PT,1,55422,1.50765E+12,1.50765E+12,9,1,10,8,TRUE,2,2,1,1,1,1,21:56.8,3caqi,24,TRUE,TRUE,2,12,1,14,1507644639,10,6,16,1507644956,2.33333,3.66667,3.5,3.5,1,2.5,4.5,3.66667,5,2,2,5,4,4.33333,3,2.5,2,3.5,2.66667,2,1,2.5,1,2.66667,3.25,2.91667,3.5,3.45833,2.54167,1.79167,0.160784314,0.181863846,0.857142857,0.625
17,405,3caqi,PT,0,36097,1.50765E+12,1.50765E+12,10,0,10,6,TRUE,1,1,1,1,1,1,23:23.2,3caqi,24,TRUE,TRUE,2,12,1,14,1507644639,10,6,16,1507644956,2.33333,3.66667,3.5,3.5,1,2.5,4.5,3.66667,5,2,2,5,4,4.33333,3,2.5,2,3.5,2.66667,2,1,2.5,1,2.66667,3.25,2.91667,3.5,3.45833,2.54167,1.79167,0.109803922,0.107061936,0.857142857,0.625
18,406,3caqi,PT,2,181830,1.50765E+12,1.50765E+12,0,8,10,25,FALSE,5,4,5,3,4,4,27:05.4,3caqi,24,TRUE,TRUE,2,12,1,14,1507644639,10,6,16,1507644956,2.33333,3.66667,3.5,3.5,1,2.5,4.5,3.66667,5,2,2,5,4,4.33333,3,2.5,2,3.5,2.66667,2,1,2.5,1,2.66667,3.25,2.91667,3.5,3.45833,2.54167,1.79167,0.08627451,0.06538869,0.857142857,0.625
0,407,iz3x1,HP,2,84856,1.50773E+12,1.50773E+12,19,0,21,15,TRUE,2,3,3,2,3,2,45:33.4,iz3x1,24,TRUE,TRUE,2,8,2,11,1507724639,13,6,15,1507724959,4,3,2,2,2,3,2,2.33333,4.33333,2.66667,3,2,2.5,3,2.33333,2,5,3,4.66667,4,4.5,4.5,2.66667,3.33333,2.75,2.33333,3,2.45833,4.16667,3.75,0.078431373,0.062736344,0.727272727,0.866666667
1,408,iz3x1,HP,0,59650,1.50773E+12,1.50773E+12,19,0,21,11,TRUE,2,2,2,2,2,1,47:53.4,iz3x1,24,TRUE,TRUE,2,8,2,11,1507724639,13,6,15,1507724959,4,3,2,2,2,3,2,2.33333,4.33333,2.66667,3,2,2.5,3,2.33333,2,5,3,4.66667,4,4.5,4.5,2.66667,3.33333,2.75,2.33333,3,2.45833,4.16667,3.75,0.054901961,0.018670401,0.727272727,0.866666667
2,409,iz3x1,HP,1,61095,1.50773E+12,1.50773E+12,21,0,21,11,TRUE,2,2,2,2,2,1,49:44.5,iz3x1,24,TRUE,TRUE,2,8,2,11,1507724639,13,6,15,1507724959,4,3,2,2,2,3,2,2.33333,4.33333,2.66667,3,2,2.5,3,2.33333,2,5,3,4.66667,4,4.5,4.5,2.66667,3.33333,2.75,2.33333,3,2.45833,4.16667,3.75,0.050980392,0.007261334,0.727272727,0.866666667
3,410,iz3x1,FA,2,173312,1.50773E+12,1.50773E+12,10,0,10,22,TRUE,3,4,3,4,4,4,54:07.8,iz3x1,24,TRUE,TRUE,2,8,2,11,1507724639,13,6,15,1507724959,4,3,2,2,2,3,2,2.33333,4.33333,2.66667,3,2,2.5,3,2.33333,2,5,3,4.66667,4,4.5,4.5,2.66667,3.33333,2.75,2.33333,3,2.45833,4.16667,3.75,0.054901961,0.017496147,0.727272727,0.866666667
4,411,iz3x1,FA,1,144150,1.50773E+12,1.50773E+12,9,1,10,21,TRUE,3,4,3,4,3,4,57:43.5,iz3x1,24,TRUE,TRUE,2,8,2,11,1507724639,13,6,15,1507724959,4,3,2,2,2,3,2,2.33333,4.33333,2.66667,3,2,2.5,3,2.33333,2,5,3,4.66667,4,4.5,4.5,2.66667,3.33333,2.75,2.33333,3,2.45833,4.16667,3.75,0.047058824,0.018337964,0.727272727,0.866666667
5,412,iz3x1,FA,0,52003,1.50773E+12,1.50773E+12,10,0,10,12,TRUE,2,2,2,2,2,2,59:26.3,iz3x1,24,TRUE,TRUE,2,8,2,11,1507724639,13,6,15,1507724959,4,3,2,2,2,3,2,2.33333,4.33333,2.66667,3,2,2.5,3,2.33333,2,5,3,4.66667,4,4.5,4.5,2.66667,3.33333,2.75,2.33333,3,2.45833,4.16667,3.75,0.047058824,0.017885105,0.727272727,0.866666667
6,413,iz3x1,GC,1,31923,1.50773E+12,1.50773E+12,0,0,5,12,TRUE,2,2,2,2,2,2,01:13.6,iz3x1,24,TRUE,TRUE,2,8,2,11,1507724639,13,6,15,1507724959,4,3,2,2,2,3,2,2.33333,4.33333,2.66667,3,2,2.5,3,2.33333,2,5,3,4.66667,4,4.5,4.5,2.66667,3.33333,2.75,2.33333,3,2.45833,4.16667,3.75,0.050980392,0.047492555,0.727272727,0.866666667
7,414,iz3x1,GC,2,49433,1.50773E+12,1.50773E+12,0,0,5,18,TRUE,4,2,2,4,3,3,02:44.7,iz3x1,24,TRUE,TRUE,2,8,2,11,1507724639,13,6,15,1507724959,4,3,2,2,2,3,2,2.33333,4.33333,2.66667,3,2,2.5,3,2.33333,2,5,3,4.66667,4,4.5,4.5,2.66667,3.33333,2.75,2.33333,3,2.45833,4.16667,3.75,0.043137255,0.009168982,0.727272727,0.866666667
8,415,iz3x1,GC,0,18674,1.50773E+12,1.50773E+12,0,0,5,8,TRUE,1,1,1,1,2,2,03:52.4,iz3x1,24,TRUE,TRUE,2,8,2,11,1507724639,13,6,15,1507724959,4,3,2,2,2,3,2,2.33333,4.33333,2.66667,3,2,2.5,3,2.33333,2,5,3,4.66667,4,4.5,4.5,2.66667,3.33333,2.75,2.33333,3,2.45833,4.16667,3.75,0.039215686,0.011091871,0.727272727,0.866666667
9,416,iz3x1,NC,0,56517,1.50773E+12,1.50773E+12,11,0,11,14,TRUE,3,2,2,3,2,2,05:57.7,iz3x1,24,TRUE,TRUE,2,8,2,11,1507724639,13,6,15,1507724959,4,3,2,2,2,3,2,2.33333,4.33333,2.66667,3,2,2.5,3,2.33333,2,5,3,4.66667,4,4.5,4.5,2.66667,3.33333,2.75,2.33333,3,2.45833,4.16667,3.75,0.039215686,0.009605842,0.727272727,0.866666667
10,417,iz3x1,NC,2,152700,1.50773E+12,1.50773E+12,4,1,4,22,TRUE,4,4,4,3,4,3,09:11.2,iz3x1,24,TRUE,TRUE,2,8,2,11,1507724639,13,6,15,1507724959,4,3,2,2,2,3,2,2.33333,4.33333,2.66667,3,2,2.5,3,2.33333,2,5,3,4.66667,4,4.5,4.5,2.66667,3.33333,2.75,2.33333,3,2.45833,4.16667,3.75,0.047058824,0.009500627,0.727272727,0.866666667
11,418,iz3x1,NC,1,103233,1.50773E+12,1.50773E+12,14,2,14,16,TRUE,3,3,2,2,3,3,11:40.9,iz3x1,24,TRUE,TRUE,2,8,2,11,1507724639,13,6,15,1507724959,4,3,2,2,2,3,2,2.33333,4.33333,2.66667,3,2,2.5,3,2.33333,2,5,3,4.66667,4,4.5,4.5,2.66667,3.33333,2.75,2.33333,3,2.45833,4.16667,3.75,0.039215686,0.009687595,0.727272727,0.866666667
12,419,iz3x1,SX,0,28950,1.50773E+12,1.50773E+12,20,0,20,11,TRUE,2,2,2,1,2,2,14:19.1,iz3x1,24,TRUE,TRUE,2,8,2,11,1507724639,13,6,15,1507724959,4,3,2,2,2,3,2,2.33333,4.33333,2.66667,3,2,2.5,3,2.33333,2,5,3,4.66667,4,4.5,4.5,2.66667,3.33333,2.75,2.33333,3,2.45833,4.16667,3.75,0.047058824,0.020750991,0.727272727,0.866666667
13,420,iz3x1,SX,1,62745,1.50773E+12,1.50773E+12,20,0,20,15,TRUE,3,3,2,2,3,2,16:03.7,iz3x1,24,TRUE,TRUE,2,8,2,11,1507724639,13,6,15,1507724959,4,3,2,2,2,3,2,2.33333,4.33333,2.66667,3,2,2.5,3,2.33333,2,5,3,4.66667,4,4.5,4.5,2.66667,3.33333,2.75,2.33333,3,2.45833,4.16667,3.75,0.047058824,0.015963929,0.727272727,0.866666667
14,421,iz3x1,SX,2,103124,1.50773E+12,1.50773E+12,20,0,20,16,TRUE,3,3,2,2,3,3,18:30.7,iz3x1,24,TRUE,TRUE,2,8,2,11,1507724639,13,6,15,1507724959,4,3,2,2,2,3,2,2.33333,4.33333,2.66667,3,2,2.5,3,2.33333,2,5,3,4.66667,4,4.5,4.5,2.66667,3.33333,2.75,2.33333,3,2.45833,4.16667,3.75,0.039215686,0.00748293,0.727272727,0.866666667
15,422,iz3x1,PT,1,45675,1.50773E+12,1.50773E+12,9,1,10,13,TRUE,2,2,2,2,3,2,21:04.0,iz3x1,24,TRUE,TRUE,2,8,2,11,1507724639,13,6,15,1507724959,4,3,2,2,2,3,2,2.33333,4.33333,2.66667,3,2,2.5,3,2.33333,2,5,3,4.66667,4,4.5,4.5,2.66667,3.33333,2.75,2.33333,3,2.45833,4.16667,3.75,0.043137255,0.01403023,0.727272727,0.866666667
16,423,iz3x1,PT,0,29135,1.50773E+12,1.50773E+12,10,0,10,12,TRUE,2,2,2,2,2,2,22:24.4,iz3x1,24,TRUE,TRUE,2,8,2,11,1507724639,13,6,15,1507724959,4,3,2,2,2,3,2,2.33333,4.33333,2.66667,3,2,2.5,3,2.33333,2,5,3,4.66667,4,4.5,4.5,2.66667,3.33333,2.75,2.33333,3,2.45833,4.16667,3.75,0.062745098,0.022183742,0.727272727,0.866666667
17,424,iz3x1,PT,2,87502,1.50773E+12,1.50773E+12,0,10,10,16,TRUE,4,3,2,2,3,2,24:32.4,iz3x1,24,TRUE,TRUE,2,8,2,11,1507724639,13,6,15,1507724959,4,3,2,2,2,3,2,2.33333,4.33333,2.66667,3,2,2.5,3,2.33333,2,5,3,4.66667,4,4.5,4.5,2.66667,3.33333,2.75,2.33333,3,2.45833,4.16667,3.75,0.054901961,0.036787575,0.727272727,0.866666667
0,461,6frz4,HP,2,173698,1.50773E+12,1.50773E+12,20,2,21,15,TRUE,3,1,3,4,2,2,04:56.2,6frz4,22,TRUE,TRUE,1,8,1,11,1507729224,8,9,12,1507729537,3.33333,2.33333,4,2.5,1.66667,3,1.5,2.33333,3.66667,3,3.5,2.5,3.5,3,2,3.5,2,4.5,2.66667,3,3.5,4.5,3.66667,4,3.04167,2.125,3.16667,3,3.04167,3.91667,0.117647059,0.081021652,0.727272727,0.666666667
1,462,6frz4,HP,0,96327,1.50773E+12,1.50773E+12,22,1,21,15,TRUE,3,1,3,4,2,2,07:54.3,6frz4,22,TRUE,TRUE,1,8,1,11,1507729224,8,9,12,1507729537,3.33333,2.33333,4,2.5,1.66667,3,1.5,2.33333,3.66667,3,3.5,2.5,3.5,3,2,3.5,2,4.5,2.66667,3,3.5,4.5,3.66667,4,3.04167,2.125,3.16667,3,3.04167,3.91667,0.254901961,0.116482251,0.727272727,0.666666667
2,463,6frz4,HP,1,94647,1.50773E+12,1.50773E+12,19,0,21,14,TRUE,2,1,3,4,2,2,10:30.0,6frz4,22,TRUE,TRUE,1,8,1,11,1507729224,8,9,12,1507729537,3.33333,2.33333,4,2.5,1.66667,3,1.5,2.33333,3.66667,3,3.5,2.5,3.5,3,2,3.5,2,4.5,2.66667,3,3.5,4.5,3.66667,4,3.04167,2.125,3.16667,3,3.04167,3.91667,0.125490196,0.120415604,0.727272727,0.666666667
3,464,6frz4,FA,2,157490,1.50773E+12,1.50773E+12,10,0,10,22,TRUE,4,1,5,4,4,4,15:25.0,6frz4,22,TRUE,TRUE,1,8,1,11,1507729224,8,9,12,1507729537,3.33333,2.33333,4,2.5,1.66667,3,1.5,2.33333,3.66667,3,3.5,2.5,3.5,3,2,3.5,2,4.5,2.66667,3,3.5,4.5,3.66667,4,3.04167,2.125,3.16667,3,3.04167,3.91667,0.109803922,0.15580152,0.727272727,0.666666667
4,465,6frz4,FA,1,161005,1.50773E+12,1.50773E+12,9,0,10,21,TRUE,4,1,4,4,4,4,18:59.9,6frz4,22,TRUE,TRUE,1,8,1,11,1507729224,8,9,12,1507729537,3.33333,2.33333,4,2.5,1.66667,3,1.5,2.33333,3.66667,3,3.5,2.5,3.5,3,2,3.5,2,4.5,2.66667,3,3.5,4.5,3.66667,4,3.04167,2.125,3.16667,3,3.04167,3.91667,0.101960784,0.053748385,0.727272727,0.666666667
5,466,6frz4,FA,0,99014,1.50773E+12,1.50773E+12,10,0,10,18,TRUE,4,1,3,3,4,3,21:33.6,6frz4,22,TRUE,TRUE,1,8,1,11,1507729224,8,9,12,1507729537,3.33333,2.33333,4,2.5,1.66667,3,1.5,2.33333,3.66667,3,3.5,2.5,3.5,3,2,3.5,2,4.5,2.66667,3,3.5,4.5,3.66667,4,3.04167,2.125,3.16667,3,3.04167,3.91667,0.133333333,0.225133888,0.727272727,0.666666667
6,467,6frz4,GC,1,96571,1.50773E+12,1.50773E+12,0,0,5,20,TRUE,4,1,4,3,4,4,24:53.0,6frz4,22,TRUE,TRUE,1,8,1,11,1507729224,8,9,12,1507729537,3.33333,2.33333,4,2.5,1.66667,3,1.5,2.33333,3.66667,3,3.5,2.5,3.5,3,2,3.5,2,4.5,2.66667,3,3.5,4.5,3.66667,4,3.04167,2.125,3.16667,3,3.04167,3.91667,0.078431373,0.030449891,0.727272727,0.666666667
7,468,6frz4,GC,2,92043,1.50773E+12,1.50773E+12,0,0,5,17,TRUE,4,1,3,3,3,3,27:17.7,6frz4,22,TRUE,TRUE,1,8,1,11,1507729224,8,9,12,1507729537,3.33333,2.33333,4,2.5,1.66667,3,1.5,2.33333,3.66667,3,3.5,2.5,3.5,3,2,3.5,2,4.5,2.66667,3,3.5,4.5,3.66667,4,3.04167,2.125,3.16667,3,3.04167,3.91667,0.133333333,0.049414531,0.727272727,0.666666667
8,469,6frz4,GC,0,43834,1.50773E+12,1.50773E+12,0,0,5,19,TRUE,4,1,4,4,3,3,30:35.6,6frz4,22,TRUE,TRUE,1,8,1,11,1507729224,8,9,12,1507729537,3.33333,2.33333,4,2.5,1.66667,3,1.5,2.33333,3.66667,3,3.5,2.5,3.5,3,2,3.5,2,4.5,2.66667,3,3.5,4.5,3.66667,4,3.04167,2.125,3.16667,3,3.04167,3.91667,0.08627451,0.017537788,0.727272727,0.666666667
9,470,6frz4,NC,0,84734,1.50773E+12,1.50773E+12,12,0,11,18,TRUE,4,1,4,3,3,3,33:33.3,6frz4,22,TRUE,TRUE,1,8,1,11,1507729224,8,9,12,1507729537,3.33333,2.33333,4,2.5,1.66667,3,1.5,2.33333,3.66667,3,3.5,2.5,3.5,3,2,3.5,2,4.5,2.66667,3,3.5,4.5,3.66667,4,3.04167,2.125,3.16667,3,3.04167,3.91667,0.117647059,0.065887688,0.727272727,0.666666667
10,471,6frz4,NC,2,182262,1.50773E+12,1.50773E+12,4,1,4,23,FALSE,4,4,4,3,4,4,37:26.9,6frz4,22,TRUE,TRUE,1,8,1,11,1507729224,8,9,12,1507729537,3.33333,2.33333,4,2.5,1.66667,3,1.5,2.33333,3.66667,3,3.5,2.5,3.5,3,2,3.5,2,4.5,2.66667,3,3.5,4.5,3.66667,4,3.04167,2.125,3.16667,3,3.04167,3.91667,0.101960784,0.115971889,0.727272727,0.666666667
11,472,6frz4,NC,1,145685,1.50773E+12,1.50773E+12,11,2,14,19,TRUE,4,3,3,3,3,3,41:05.9,6frz4,22,TRUE,TRUE,1,8,1,11,1507729224,8,9,12,1507729537,3.33333,2.33333,4,2.5,1.66667,3,1.5,2.33333,3.66667,3,3.5,2.5,3.5,3,2,3.5,2,4.5,2.66667,3,3.5,4.5,3.66667,4,3.04167,2.125,3.16667,3,3.04167,3.91667,0.094117647,0.11928473,0.727272727,0.666666667
12,473,6frz4,SX,0,49622,1.50773E+12,1.50773E+12,20,0,20,18,TRUE,4,1,3,3,4,3,44:02.1,6frz4,22,TRUE,TRUE,1,8,1,11,1507729224,8,9,12,1507729537,3.33333,2.33333,4,2.5,1.66667,3,1.5,2.33333,3.66667,3,3.5,2.5,3.5,3,2,3.5,2,4.5,2.66667,3,3.5,4.5,3.66667,4,3.04167,2.125,3.16667,3,3.04167,3.91667,0.098039216,0.095092986,0.727272727,0.666666667
13,474,6frz4,SX,1,124017,1.50773E+12,1.50773E+12,20,0,20,16,TRUE,3,1,3,3,3,3,47:23.3,6frz4,22,TRUE,TRUE,1,8,1,11,1507729224,8,9,12,1507729537,3.33333,2.33333,4,2.5,1.66667,3,1.5,2.33333,3.66667,3,3.5,2.5,3.5,3,2,3.5,2,4.5,2.66667,3,3.5,4.5,3.66667,4,3.04167,2.125,3.16667,3,3.04167,3.91667,0.074509804,0.100013397,0.727272727,0.666666667
14,475,6frz4,SX,2,181516,1.50773E+12,1.50773E+12,16,0,20,22,FALSE,4,1,4,4,4,5,51:13.9,6frz4,22,TRUE,TRUE,1,8,1,11,1507729224,8,9,12,1507729537,3.33333,2.33333,4,2.5,1.66667,3,1.5,2.33333,3.66667,3,3.5,2.5,3.5,3,2,3.5,2,4.5,2.66667,3,3.5,4.5,3.66667,4,3.04167,2.125,3.16667,3,3.04167,3.91667,0.117647059,0.10116203,0.727272727,0.666666667
15,476,6frz4,PT,1,142616,1.50773E+12,1.50773E+12,9,1,10,17,TRUE,4,1,3,3,3,3,54:48.4,6frz4,22,TRUE,TRUE,1,8,1,11,1507729224,8,9,12,1507729537,3.33333,2.33333,4,2.5,1.66667,3,1.5,2.33333,3.66667,3,3.5,2.5,3.5,3,2,3.5,2,4.5,2.66667,3,3.5,4.5,3.66667,4,3.04167,2.125,3.16667,3,3.04167,3.91667,0.184313725,0.132538964,0.727272727,0.666666667
16,477,6frz4,PT,0,100768,1.50773E+12,1.50773E+12,10,0,10,15,TRUE,3,1,3,2,4,2,57:17.6,6frz4,22,TRUE,TRUE,1,8,1,11,1507729224,8,9,12,1507729537,3.33333,2.33333,4,2.5,1.66667,3,1.5,2.33333,3.66667,3,3.5,2.5,3.5,3,2,3.5,2,4.5,2.66667,3,3.5,4.5,3.66667,4,3.04167,2.125,3.16667,3,3.04167,3.91667,0.125490196,0.067177334,0.727272727,0.666666667
17,478,6frz4,PT,2,181815,1.50773E+12,1.50773E+12,0,6,10,25,FALSE,5,1,5,5,4,5,01:40.7,6frz4,22,TRUE,TRUE,1,8,1,11,1507729224,8,9,12,1507729537,3.33333,2.33333,4,2.5,1.66667,3,1.5,2.33333,3.66667,3,3.5,2.5,3.5,3,2,3.5,2,4.5,2.66667,3,3.5,4.5,3.66667,4,3.04167,2.125,3.16667,3,3.04167,3.91667,0.101960784,0.250578644,0.727272727,0.666666667
0,297,8a1ep,HP,2,86262,1.50788E+12,1.50788E+12,21,0,21,13,TRUE,3,3,2,1,2,2,36:14.6,8a1ep,22,TRUE,TRUE,1,16,1,17,1507882516,7,3,9,1507882843,4,2.33333,4,2,1.66667,3,2,3,4,3.66667,4,4,2,3.33333,4.33333,5,3,3.5,3.33333,4.33333,3,2,4.33333,4,3.08333,2.41667,3.91667,3.66667,3.54167,3.33333,0.066666667,0.040035014,0.941176471,0.777777778
1,298,8a1ep,HP,0,44964,1.50788E+12,1.50788E+12,21,0,21,8,TRUE,1,1,2,1,1,2,38:02.6,8a1ep,22,TRUE,TRUE,1,16,1,17,1507882516,7,3,9,1507882843,4,2.33333,4,2,1.66667,3,2,3,4,3.66667,4,4,2,3.33333,4.33333,5,3,3.5,3.33333,4.33333,3,2,4.33333,4,3.08333,2.41667,3.91667,3.66667,3.54167,3.33333,0.058823529,0.028242555,0.941176471,0.777777778
